,fullname,team,team_code,birthdate,country,height,weight,birthplace,one_day_race_pts,gc_pts,tt_pts,sprint_pts,climb_pts,pcs_ranking,uci_ranking,number_wins,pts_pcs_2023,rank_pcs_2023,pts_pcs_2022,rank_pcs_2022,pts_pcs_2021,rank_pcs_2021,pts_pcs_2020,rank_pcs_2020,pts_pcs_2019,rank_pcs_2019,rider_code,rider_url
824,charles  planet ,team novo nordisk,team-novo-nordisk-2023,1993-10-30,france,1.79,71.0,remiremont,74,100,118,67,84,2232,0,0,1,858,0,0,5,1731,25,804,67,791,charles-planet,https://www.procyclingstats.com/rider/charles-planet
825,joonas  henttala ,team novo nordisk,team-novo-nordisk-2023,1991-09-17,finland,1.87,73.0,porvoo,57,25,13,24,13,0,3068,1,0,0,0,0,15,1198,7,1253,13,1577,joonas-henttala,https://www.procyclingstats.com/rider/joonas-henttala
826,sam  brand ,team novo nordisk,team-novo-nordisk-2023,1991-02-27,great britain,1.85,76.0,peel,15,30,5,1,0,0,2766,0,0,0,0,0,5,1718,5,1349,25,1212,sam-brand,https://www.procyclingstats.com/rider/sam-brand
827,umberto  poli ,team novo nordisk,team-novo-nordisk-2023,1996-08-27,italy,1.67,,verona,20,12,0,47,1,0,0,0,0,0,0,0,5,1708,5,1382,5,2110,umberto-poli,https://www.procyclingstats.com/rider/umberto-poli
828,ulugbek  saidov ,team novo nordisk,team-novo-nordisk-2023,1996-10-06,uzbekistan,1.7,,tashkent,15,0,22,1,1,1574,1532,0,0,0,9,1564,2,1919,4,1414,0,0,ulugbek-saidov,https://www.procyclingstats.com/rider/ulugbek-saidov
829,stephen  clancy ,team novo nordisk,team-novo-nordisk-2023,1992-07-19,ireland,1.71,63.0,limerick,0,2,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stephen-clancy,https://www.procyclingstats.com/rider/stephen-clancy
830,matyáš  kopecký ,team novo nordisk,team-novo-nordisk-2023,2003-01-19,czech republic,,,rotterdam,0,0,55,12,5,1892,2581,0,0,0,5,1850,0,0,0,0,0,0,matyas-kopecky,https://www.procyclingstats.com/rider/matyas-kopecky
831,declan  irvine ,team novo nordisk,team-novo-nordisk-2023,1999-03-11,australia,1.78,75.0,newcastle,0,5,20,9,0,0,0,0,0,0,0,0,0,0,0,0,5,2014,declan-irvine,https://www.procyclingstats.com/rider/declan-irvine
832,jan  dunnewind ,team novo nordisk,team-novo-nordisk-2023,1998-07-08,netherlands,,,bant,0,0,0,1,0,0,0,0,0,0,0,0,1,2216,0,0,0,0,jan-dunnewind,https://www.procyclingstats.com/rider/jan-dunnewind
833,robbe  ceurens ,team novo nordisk,team-novo-nordisk-2023,2001-06-29,belgium,,,none,0,0,0,30,1,0,0,0,0,0,0,0,1,2207,0,0,0,0,robbe-ceurens,https://www.procyclingstats.com/rider/robbe-ceurens
834,filippo  ridolfo ,team novo nordisk,team-novo-nordisk-2023,2001-11-08,italy,,,udine,0,0,0,8,0,0,0,0,0,0,0,0,1,2214,0,0,0,0,filippo-ridolfo,https://www.procyclingstats.com/rider/filippo-ridolfo
835,hamish  beadle ,team novo nordisk,team-novo-nordisk-2023,1998-04-02,new zealand,1.67,64.0,te anau,0,0,12,8,1,0,0,0,0,0,0,0,1,2211,0,0,0,0,hamish-beadle,https://www.procyclingstats.com/rider/hamish-beadle
836,gerd de keijzer ,team novo nordisk,team-novo-nordisk-2023,1994-01-18,netherlands,1.83,72.6,hoogeloon,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gerd-de-keijzer,https://www.procyclingstats.com/rider/gerd-de-keijzer
837,logan  phippen ,team novo nordisk,team-novo-nordisk-2023,1992-05-10,united states,1.8,,ogden,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,logan-phippen,https://www.procyclingstats.com/rider/logan-phippen
838,lucas  dauge ,team novo nordisk,team-novo-nordisk-2023,1996-12-28,france,1.67,,châteauroux-les-alpes,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,lucas-dauge,https://www.procyclingstats.com/rider/lucas-dauge
839,peter  sagan ,totalenergies,team-totalenergies-2023,1990-01-26,slovakia,1.82,78.0,žilina,9319,1712,1313,9840,8202,116,157,121,37,230,443,130,881,35,899,17,1647,10,peter-sagan,https://www.procyclingstats.com/rider/peter-sagan
840,edvald  boasson hagen ,totalenergies,team-totalenergies-2023,1987-05-17,norway,1.85,75.0,rudsbygd,4247,3606,2957,5906,4104,202,254,81,54,169,310,193,85,501,170,201,438,138,edvald-boasson-hagen,https://www.procyclingstats.com/rider/edvald-boasson-hagen
841,julien  simon ,totalenergies,team-totalenergies-2023,1985-10-04,france,1.76,65.0,rennes,3297,1218,190,1546,2464,72,70,13,0,0,642,68,254,214,104,312,365,176,julien-simon,https://www.procyclingstats.com/rider/julien-simon
842,pierre  latour ,totalenergies,team-totalenergies-2023,1993-10-12,france,1.8,66.0,romans-sur-isère,764,2071,1172,132,2938,138,129,5,102,101,464,120,411,125,45,564,351,185,pierre-latour,https://www.procyclingstats.com/rider/pierre-latour
843,alexis  vuillermoz ,totalenergies,team-totalenergies-2023,1988-06-01,france,1.73,60.0,saint-claude,1494,1558,98,174,2252,178,123,9,0,0,443,131,102,454,52,505,235,272,alexis-vuillermoz,https://www.procyclingstats.com/rider/alexis-vuillermoz
844,daniel  oss ,totalenergies,team-totalenergies-2023,1987-01-13,italy,1.91,75.0,trento,1287,700,423,1226,833,770,1273,2,5,739,74,578,85,505,47,547,139,449,daniel-oss,https://www.procyclingstats.com/rider/daniel-oss
845,anthony  turgis ,totalenergies,team-totalenergies-2023,1994-05-16,france,1.78,70.0,bourg-la-reine,1844,727,182,657,700,112,81,6,13,462,477,112,532,87,285,127,709,74,anthony-turgis,https://www.procyclingstats.com/rider/anthony-turgis
846,maciej  bodnar ,totalenergies,team-totalenergies-2023,1985-03-07,poland,1.86,77.0,oława,303,866,3447,168,114,575,634,12,0,0,83,540,116,411,51,507,110,548,maciej-bodnar,https://www.procyclingstats.com/rider/maciej-bodnar
847,víctor de la parte ,totalenergies,team-totalenergies-2023,1986-06-22,spain,1.81,64.0,vitoria-gasteiz,101,1349,616,203,778,569,575,4,50,181,32,929,122,395,206,161,262,248,victor-de-la-parte,https://www.procyclingstats.com/rider/victor-de-la-parte
848,lorrenzo  manzin ,totalenergies,team-totalenergies-2023,1994-07-26,france,1.75,69.0,saint-denis,788,295,2,1282,274,231,270,6,5,747,272,222,137,360,104,313,277,229,lorrenzo-manzin,https://www.procyclingstats.com/rider/lorrenzo-manzin
849,dries van gestel ,totalenergies,team-totalenergies-2023,1994-09-30,belgium,1.87,71.0,turnhout,1120,194,2,474,246,91,54,2,23,308,592,74,121,396,115,294,89,652,dries-van-gestel,https://www.procyclingstats.com/rider/dries-van-gestel
850,geoffrey  soupe ,totalenergies,team-totalenergies-2023,1988-03-22,france,1.77,70.0,viriat,196,377,150,502,218,340,431,3,153,56,10,1517,12,1301,51,512,33,1076,geoffrey-soupe,https://www.procyclingstats.com/rider/geoffrey-soupe
851,steff  cras ,totalenergies,team-totalenergies-2023,1996-02-13,belgium,1.83,65.0,geel,149,568,43,30,552,221,246,0,25,287,297,204,114,418,14,1035,121,500,steff-cras,https://www.procyclingstats.com/rider/steff-cras
852,mathieu  burgaudeau ,totalenergies,team-totalenergies-2023,1998-11-17,france,1.68,61.0,noirmoutier-en-l'île,381,227,10,22,480,195,290,1,8,564,397,148,199,268,40,608,32,1081,mathieu-burgaudeau,https://www.procyclingstats.com/rider/mathieu-burgaudeau
853,jason  tesson ,totalenergies,team-totalenergies-2023,1998-01-09,france,1.66,59.0,angers,372,53,0,529,52,187,167,5,93,108,257,236,256,212,9,1167,10,1716,jason-tesson,https://www.procyclingstats.com/rider/jason-tesson
854,valentin  ferron ,totalenergies,team-totalenergies-2023,1998-02-08,france,1.74,67.0,vienne,380,46,49,9,188,211,179,2,72,138,232,256,120,402,30,734,55,872,valentin-ferron,https://www.procyclingstats.com/rider/valentin-ferron
855,fabien  doubey ,totalenergies,team-totalenergies-2023,1993-10-21,france,1.74,62.0,viriat,147,287,18,15,289,516,668,0,2,809,102,454,54,655,93,335,131,463,fabien-doubey,https://www.procyclingstats.com/rider/fabien-doubey
856,fabien  grellier ,totalenergies,team-totalenergies-2023,1994-10-31,france,1.75,65.0,la roche-sur-yon,191,160,17,66,178,771,925,0,0,0,47,758,7,1576,35,664,53,891,fabien-grellier,https://www.procyclingstats.com/rider/fabien-grellier
857,sandy  dujardin ,totalenergies,team-totalenergies-2023,1997-05-29,france,1.78,,mont-saint-aignan,314,4,46,115,108,213,155,1,5,658,353,170,1,2158,0,0,0,0,sandy-dujardin,https://www.procyclingstats.com/rider/sandy-dujardin
858,paul  ourselin ,totalenergies,team-totalenergies-2023,1994-04-13,france,1.85,70.0,saint-pierre-sur-dives,161,111,31,68,88,511,507,0,27,277,84,532,0,0,27,768,75,743,paul-ourselin,https://www.procyclingstats.com/rider/paul-ourselin
859,jérémy  cabot ,totalenergies,team-totalenergies-2023,1991-07-24,france,1.92,76.0,troyes,80,94,141,64,42,1492,1768,0,0,0,10,1530,50,690,32,704,40,1001,jeremy-cabot,https://www.procyclingstats.com/rider/jeremy-cabot
860,thomas  bonnet ,totalenergies,team-totalenergies-2023,1998-09-13,france,1.75,,châtellerault,0,48,9,28,76,642,727,1,23,312,41,831,17,1140,0,0,0,0,thomas-bonnet,https://www.procyclingstats.com/rider/thomas-bonnet
861,alan  jousseaume ,totalenergies,team-totalenergies-2023,1998-08-03,france,1.77,,vannes,58,22,0,12,39,678,783,0,2,822,58,666,6,1627,14,1028,0,0,alan-jousseaume,https://www.procyclingstats.com/rider/alan-jousseaume
862,emilien  jeannière ,totalenergies,team-totalenergies-2023,1998-09-26,france,1.76,,saint-paul-en-pareds,130,23,4,101,20,596,831,0,43,205,32,925,0,0,0,0,0,0,emilien-jeanniere,https://www.procyclingstats.com/rider/emilien-jeanniere
863,mattéo  vercher ,totalenergies,team-totalenergies-2023,2001-01-26,france,1.71,,lyon,43,1,1,0,57,712,689,0,7,612,48,746,0,0,0,0,0,0,matheo-vercher,https://www.procyclingstats.com/rider/matheo-vercher
864,sébastien  reichenbach ,tudor pro cycling team,tudor-pro-cycling-team-2023,1989-05-28,switzerland,1.78,64.0,martigny,733,1956,123,237,2053,206,200,2,15,433,367,160,168,313,212,158,270,239,sebastien-reichenbach,https://www.procyclingstats.com/rider/sebastien-reichenbach
865,alexander  kamp ,tudor pro cycling team,tudor-pro-cycling-team-2023,1993-12-14,denmark,1.86,74.0,copenhagen,549,458,41,431,662,251,107,4,0,0,261,233,40,775,15,994,215,297,alexander-kamp,https://www.procyclingstats.com/rider/alexander-kamp
866,arvid de kleijn ,tudor pro cycling team,tudor-pro-cycling-team-2023,1994-03-21,netherlands,1.71,68.0,herveld,699,33,0,1370,73,368,599,5,42,208,117,416,219,239,112,298,272,235,arvid-de-kleijn,https://www.procyclingstats.com/rider/arvid-de-kleijn
867,tom  bohli ,tudor pro cycling team,tudor-pro-cycling-team-2023,1994-01-17,switzerland,1.83,71.0,uznach,194,186,899,144,74,644,736,1,0,0,68,603,40,776,5,1381,108,557,tom-bohli,https://www.procyclingstats.com/rider/tom-bohli
868,simon  pellaud ,tudor pro cycling team,tudor-pro-cycling-team-2023,1992-11-06,switzerland,1.79,70.0,martigny,173,282,35,180,232,907,1329,1,5,659,35,889,82,512,105,308,125,485,simon-pellaud,https://www.procyclingstats.com/rider/simon-pellaud
869,roland  thalmann ,tudor pro cycling team,tudor-pro-cycling-team-2023,1993-08-05,switzerland,1.78,61.0,romoos,170,320,47,49,422,597,602,0,5,678,69,601,134,370,17,928,137,451,roland-thalmann,https://www.procyclingstats.com/rider/roland-thalmann
870,lucas  eriksson ,tudor pro cycling team,tudor-pro-cycling-team-2023,1996-04-10,sweden,1.79,64.0,gånghester,219,262,5,68,199,473,326,3,25,292,78,562,178,299,40,616,99,605,lucas-eriksson,https://www.procyclingstats.com/rider/lucas-eriksson
871,luc  wirtgen ,tudor pro cycling team,tudor-pro-cycling-team-2023,1998-07-07,luxembourg,1.79,63.0,none,109,135,12,10,114,487,509,0,0,0,157,333,81,516,17,930,3,2232,luc-wirtgen,https://www.procyclingstats.com/rider/luc-wirtgen
872,joel  suter ,tudor pro cycling team,tudor-pro-cycling-team-2023,1998-10-25,switzerland,1.9,75.0,frutigen,105,72,110,2,123,601,628,1,17,390,111,429,51,672,36,650,16,1427,joel-suter,https://www.procyclingstats.com/rider/joel-suter
873,jacob  eriksson ,tudor pro cycling team,tudor-pro-cycling-team-2023,1999-10-01,sweden,1.8,,gånghester,55,62,1,25,44,803,496,0,0,0,44,786,51,674,10,1147,12,1597,jacob-eriksson,https://www.procyclingstats.com/rider/jacob-eriksson
874,robin  froidevaux ,tudor pro cycling team,tudor-pro-cycling-team-2023,1998-10-17,switzerland,1.82,71.0,morges,66,27,47,80,19,750,450,1,0,0,49,731,10,1363,27,766,20,1337,robin-froidevaux,https://www.procyclingstats.com/rider/robin-froidevaux
875,mika  heming ,tudor pro cycling team,tudor-pro-cycling-team-2023,2000-04-06,germany,1.83,68.0,ahaus,6,73,78,81,57,520,419,0,5,686,88,517,3,1831,0,0,0,0,mika-heming,https://www.procyclingstats.com/rider/mika-heming
876,maikel  zijlaard ,tudor pro cycling team,tudor-pro-cycling-team-2023,1999-06-01,netherlands,1.87,73.0,rotterdam,32,31,96,124,12,580,485,0,6,626,74,581,3,1875,5,1319,3,2228,maikel-zijlaard,https://www.procyclingstats.com/rider/maikel-zijlaard
877,yannis  voisard ,tudor pro cycling team,tudor-pro-cycling-team-2023,1998-07-26,switzerland,,56.0,fontenais,9,77,6,1,85,615,719,0,23,311,47,750,9,1467,6,1285,2,2336,yannis-voisard,https://www.procyclingstats.com/rider/yannis-voisard
878,rick  pluimers ,tudor pro cycling team,tudor-pro-cycling-team-2023,2000-12-07,netherlands,1.79,67.0,enter,56,31,63,68,29,915,1235,0,19,360,16,1254,38,785,18,912,2,2308,rick-pluimers,https://www.procyclingstats.com/rider/rick-pluimers
879,petr  kelemen ,tudor pro cycling team,tudor-pro-cycling-team-2023,2000-11-18,czech republic,1.9,70.0,none,38,27,48,22,33,1002,543,0,14,450,15,1267,26,950,14,1046,0,0,petr-kelemeh,https://www.procyclingstats.com/rider/petr-kelemeh
880,arthur  kluckers ,tudor pro cycling team,tudor-pro-cycling-team-2023,2000-03-15,luxembourg,1.91,71.0,none,9,40,14,38,38,818,556,0,5,750,46,760,11,1330,0,0,0,0,arthur-kluckers,https://www.procyclingstats.com/rider/arthur-kluckers
881,sebastian  kolze changizi ,tudor pro cycling team,tudor-pro-cycling-team-2023,2000-12-29,denmark,,,silkeborg,23,5,0,29,20,893,449,0,5,702,32,942,8,1504,0,0,0,0,sebastian-kolze-changizi,https://www.procyclingstats.com/rider/sebastian-kolze-changizi
882,aloïs  charrin ,tudor pro cycling team,tudor-pro-cycling-team-2023,2000-09-08,france,1.79,67.0,lyon,4,3,3,3,35,1711,1614,0,0,0,7,1638,5,1698,0,0,0,0,alois-charrin,https://www.procyclingstats.com/rider/alois-charrin
883,nils  brun ,tudor pro cycling team,tudor-pro-cycling-team-2023,2000-06-14,switzerland,,64.0,none,6,5,0,0,10,1463,1163,0,5,698,6,1757,0,0,0,0,0,0,nils-brun,https://www.procyclingstats.com/rider/nils-brun
884,alexander  kristoff ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,1987-07-05,norway,1.81,78.0,stavanger,10101,2124,299,8994,3738,9,10,87,170,43,1410,9,618,72,551,58,1622,11,alexander-kristoff,https://www.procyclingstats.com/rider/alexander-kristoff
885,kristoffer  halvorsen ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,1996-04-13,norway,1.79,69.0,kristiansand,861,244,2,1001,326,562,1753,5,56,167,28,1010,300,178,70,417,498,125,kristoffer-halvorsen,https://www.procyclingstats.com/rider/kristoffer-halvorsen
886,rasmus  tiller ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,1996-07-28,norway,1.87,84.0,trondheim,866,106,48,357,190,234,163,3,5,675,358,166,496,103,34,672,51,909,rasmus-tiller,https://www.procyclingstats.com/rider/rasmus-tiller
887,lasse   norman leth ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,1992-02-11,denmark,1.8,75.0,odense,328,427,717,328,104,620,770,4,0,0,69,600,17,1137,10,1141,161,394,lasse-norman-leth,https://www.procyclingstats.com/rider/lasse-norman-leth
888,niklas  eg ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,1995-01-06,denmark,1.83,60.0,kibæk,73,588,47,32,401,463,707,0,40,218,66,616,90,485,131,258,163,388,niklas-eg,https://www.procyclingstats.com/rider/niklas-eg
889,tobias halland  johannessen ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,1999-08-23,norway,1.76,62.0,drøbak,74,413,13,4,488,161,177,3,0,0,465,119,192,276,0,0,0,0,tobias-halland-johannessen,https://www.procyclingstats.com/rider/tobias-halland-johannessen
890,torstein  træen ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,1995-07-16,norway,1.8,,hønefoss,76,423,9,49,255,246,255,0,46,192,219,265,170,309,81,376,0,0,torstein-traeen,https://www.procyclingstats.com/rider/torstein-traeen
891,jonas  gregaard ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,1996-07-30,denmark,1.86,66.0,herlev,107,388,39,110,303,319,365,0,12,474,169,315,67,590,57,481,92,640,jonas-gregaard,https://www.procyclingstats.com/rider/jonas-gregaard
892,anthon  charmig ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,1998-03-25,denmark,1.82,66.0,aarhus,29,414,31,1,277,267,401,1,37,228,326,185,138,359,14,1034,0,0,anthon-charmig,https://www.procyclingstats.com/rider/anthon-charmig
893,anders  skaarseth ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,1995-05-07,norway,,,lillehammer,195,153,29,174,236,401,549,0,10,498,125,393,95,470,6,1271,97,619,anders-skaarseth,https://www.procyclingstats.com/rider/anders-skaarseth
894,niklas  larsen ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,1997-03-22,denmark,1.8,74.0,slagelse,134,172,118,198,78,1844,2323,1,0,0,5,1848,23,993,13,1050,248,262,niklas-larsen,https://www.procyclingstats.com/rider/niklas-larsen
895,søren  wærenskjold ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,2000-03-12,norway,1.91,,mandal,161,25,210,130,38,303,149,1,49,185,141,359,79,525,38,637,8,1799,soren-waerenskjold,https://www.procyclingstats.com/rider/soren-waerenskjold
896,idar  andersen ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,1999-04-30,norway,,,melhus,109,116,56,21,126,382,373,1,0,0,138,364,123,393,6,1283,0,0,idar-andersen,https://www.procyclingstats.com/rider/idar-andersen
897,erlend  blikra ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,1997-01-11,norway,1.83,75.0,stavanger,81,3,34,330,34,440,772,1,5,653,108,436,32,862,27,765,25,1206,erlend-blikra,https://www.procyclingstats.com/rider/erlend-blikra
898,jacob  hindsgaul ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,2000-07-14,denmark,1.87,67.0,middelfart,15,144,64,26,70,929,1054,2,12,470,142,357,9,1451,21,865,7,1920,jacob-hindsgaul-madsen,https://www.procyclingstats.com/rider/jacob-hindsgaul-madsen
899,anders halland  johannessen ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,1999-08-23,norway,1.76,,drøbak,10,115,3,12,123,571,747,0,0,0,82,544,70,569,0,0,0,0,anders-halland-johannessen,https://www.procyclingstats.com/rider/anders-halland-johannessen
900,erik nordsæter  resell ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,1996-09-28,norway,,,oslo,132,10,1,142,44,763,928,0,5,682,48,745,47,708,16,963,1,2452,erik-nordsaeter-resell,https://www.procyclingstats.com/rider/erik-nordsaeter-resell
901,louis  bendixen ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,1995-06-23,denmark,,,copenhague,39,41,157,162,102,828,629,0,4,772,40,837,29,912,1,1667,51,904,louis-bendixen,https://www.procyclingstats.com/rider/louis-bendixen
902,jonas  abrahamsen ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,1995-09-20,norway,1.83,78.0,skien,33,50,11,56,40,1211,1945,0,5,745,13,1379,8,1508,11,1091,33,1079,jonas-abrahamsen,https://www.procyclingstats.com/rider/jonas-abrahamsen
903,fredrik  dversnes ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,1997-03-20,norway,,,egersund,50,31,35,28,28,892,1325,0,4,784,40,847,37,795,4,1398,0,0,fredrik-dversnes,https://www.procyclingstats.com/rider/fredrik-dversnes
904,tord  gudmestad ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,2001-05-08,norway,,,nærbø,65,8,9,150,18,1157,1311,0,0,0,36,882,47,715,0,0,0,0,tord-gudmestad,https://www.procyclingstats.com/rider/tord-gudmestad
905,martin  urianstad ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,1999-02-06,norway,,,stavanger,54,3,0,30,36,964,1310,0,5,668,26,1045,31,869,0,0,0,0,martin-urianstad,https://www.procyclingstats.com/rider/martin-urianstad
906,ådne  holter ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,2000-07-08,norway,,,lillehammer,7,36,32,16,19,0,2116,0,0,0,40,849,6,1614,2,1506,0,0,adne-holter,https://www.procyclingstats.com/rider/adne-holter
907,william  blume levy ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,2001-01-14,denmark,1.9,,horsens,36,1,14,48,4,1155,1445,0,5,683,16,1249,16,1161,0,0,0,0,william-blume-levy,https://www.procyclingstats.com/rider/william-blume-levy
908,stian  fredheim ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,2003-03-23,norway,1.83,72.0,kristiansand,14,20,0,50,14,845,877,0,6,632,34,906,0,0,0,0,0,0,stian-fredheim,https://www.procyclingstats.com/rider/stian-fredheim
909,marcus  sander hansen ,uno-x pro cycling team,uno-x-pro-cycling-team-2023,2000-08-25,denmark,1.82,68.0,greve strand,16,37,9,45,12,1676,1483,0,0,0,7,1674,9,1466,0,0,0,0,marcus-sander-hansen,https://www.procyclingstats.com/rider/marcus-sander-hansen
