,fullname,team,birthdate,country,height,weight,birthplace,one_day_race_pts,gc_pts,tt_pts,sprint_pts,climb_pts,pcs_ranking,uci_ranking,number_wins,pts_pcs_2023,rank_pcs_2023,pts_pcs_2022,rank_pcs_2022,pts_pcs_2021,rank_pcs_2021,pts_pcs_2020,rank_pcs_2020,pts_pcs_2019,rank_pcs_2019,rider_code,rider_url
819,Vince  Gerits ,Team Flanders - Baloise,26/09/1997,Belgium,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,vince-gerits,https://www.procyclingstats.com/rider/vince-gerits
820,Noah  Vandenbranden ,Team Flanders - Baloise,29/07/2002,Belgium,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noah-vandenbranden,https://www.procyclingstats.com/rider/noah-vandenbranden
821,Péter  Kusztor ,Team Novo Nordisk,27/12/1984,Hungary,1.79,61,Budapest,301,249,256,698,129,1145,1502,3,16,400,5,1863,5,1688,14,1029,20,1335,peter-kusztor,https://www.procyclingstats.com/rider/peter-kusztor
822,Andrea  Peron ,Team Novo Nordisk,28/10/1988,Italy,1.78,70,Borgoricco,123,73,30,704,81,846,1046,0,0,0,40,844,11,1345,2,1551,69,781,andrea-peron,https://www.procyclingstats.com/rider/andrea-peron
823,David  Lozano ,Team Novo Nordisk,21/12/1988,Spain,1.78,63,Terrassa,61,146,0,86,116,970,1217,0,0,0,31,944,5,1704,5,1309,68,786,david-lozano,https://www.procyclingstats.com/rider/david-lozano
824,Charles  Planet ,Team Novo Nordisk,30/10/1993,France,1.79,71,Remiremont,74,100,118,67,84,2232,0,0,1,858,0,0,5,1731,25,804,67,791,charles-planet,https://www.procyclingstats.com/rider/charles-planet
825,Joonas  Henttala ,Team Novo Nordisk,17/09/1991,Finland,1.87,73,Porvoo,57,25,13,24,13,0,3068,1,0,0,0,0,15,1198,7,1253,13,1577,joonas-henttala,https://www.procyclingstats.com/rider/joonas-henttala
826,Sam  Brand ,Team Novo Nordisk,27/02/1991,Great Britain,1.85,76,Peel,15,30,5,1,0,0,2766,0,0,0,0,0,5,1718,5,1349,25,1212,sam-brand,https://www.procyclingstats.com/rider/sam-brand
827,Umberto  Poli ,Team Novo Nordisk,27/08/1996,Italy,1.67,0,Verona,20,12,0,47,1,0,0,0,0,0,0,0,5,1708,5,1382,5,2110,umberto-poli,https://www.procyclingstats.com/rider/umberto-poli
828,Ulugbek  Saidov ,Team Novo Nordisk,06/10/1996,Uzbekistan,1.7,0,Tashkent,15,0,22,1,1,1574,1532,0,0,0,9,1564,2,1919,4,1414,0,0,ulugbek-saidov,https://www.procyclingstats.com/rider/ulugbek-saidov
829,Stephen  Clancy ,Team Novo Nordisk,19/07/1992,Ireland,1.71,63,Limerick,0,2,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stephen-clancy,https://www.procyclingstats.com/rider/stephen-clancy
830,Matyáš  Kopecký ,Team Novo Nordisk,19/01/2003,Czech Republic,0,0,Rotterdam,0,0,55,12,5,1892,2581,0,0,0,5,1850,0,0,0,0,0,0,matyas-kopecky,https://www.procyclingstats.com/rider/matyas-kopecky
831,Declan  Irvine ,Team Novo Nordisk,11/03/1999,Australia,1.78,75,Newcastle,0,5,20,9,0,0,0,0,0,0,0,0,0,0,0,0,5,2014,declan-irvine,https://www.procyclingstats.com/rider/declan-irvine
832,Jan  Dunnewind ,Team Novo Nordisk,08/07/1998,Netherlands,0,0,Bant,0,0,0,1,0,0,0,0,0,0,0,0,1,2216,0,0,0,0,jan-dunnewind,https://www.procyclingstats.com/rider/jan-dunnewind
833,Robbe  Ceurens ,Team Novo Nordisk,29/06/2001,Belgium,0,0,None,0,0,0,30,1,0,0,0,0,0,0,0,1,2207,0,0,0,0,robbe-ceurens,https://www.procyclingstats.com/rider/robbe-ceurens
834,Filippo  Ridolfo ,Team Novo Nordisk,08/11/2001,Italy,0,0,Udine,0,0,0,8,0,0,0,0,0,0,0,0,1,2214,0,0,0,0,filippo-ridolfo,https://www.procyclingstats.com/rider/filippo-ridolfo
835,Hamish  Beadle ,Team Novo Nordisk,02/04/1998,New Zealand,1.67,64,Te Anau,0,0,12,8,1,0,0,0,0,0,0,0,1,2211,0,0,0,0,hamish-beadle,https://www.procyclingstats.com/rider/hamish-beadle
836,Gerd de Keijzer ,Team Novo Nordisk,18/01/1994,Netherlands,1.83,72.6,Hoogeloon,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gerd-de-keijzer,https://www.procyclingstats.com/rider/gerd-de-keijzer
837,Logan  Phippen ,Team Novo Nordisk,10/05/1992,United States,1.8,0,Ogden,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,logan-phippen,https://www.procyclingstats.com/rider/logan-phippen
838,Lucas  Dauge ,Team Novo Nordisk,28/12/1996,France,1.67,0,Châteauroux-les-Alpes,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,lucas-dauge,https://www.procyclingstats.com/rider/lucas-dauge
839,Peter  Sagan ,TotalEnergies,26/01/1990,Slovakia,1.82,78,Žilina,9319,1712,1313,9840,8202,116,157,121,37,230,443,130,881,35,899,17,1647,10,peter-sagan,https://www.procyclingstats.com/rider/peter-sagan
840,Edvald  Boasson Hagen ,TotalEnergies,17/05/1987,Norway,1.85,75,Rudsbygd,4247,3606,2957,5906,4104,202,254,81,54,169,310,193,85,501,170,201,438,138,edvald-boasson-hagen,https://www.procyclingstats.com/rider/edvald-boasson-hagen
841,Julien  Simon ,TotalEnergies,04/10/1985,France,1.76,65,Rennes,3297,1218,190,1546,2464,72,70,13,0,0,642,68,254,214,104,312,365,176,julien-simon,https://www.procyclingstats.com/rider/julien-simon
842,Pierre  Latour ,TotalEnergies,12/10/1993,France,1.8,66,Romans-sur-Isère,764,2071,1172,132,2938,138,129,5,102,101,464,120,411,125,45,564,351,185,pierre-latour,https://www.procyclingstats.com/rider/pierre-latour
843,Alexis  Vuillermoz ,TotalEnergies,01/06/1988,France,1.73,60,Saint-Claude,1494,1558,98,174,2252,178,123,9,0,0,443,131,102,454,52,505,235,272,alexis-vuillermoz,https://www.procyclingstats.com/rider/alexis-vuillermoz
844,Daniel  Oss ,TotalEnergies,13/01/1987,Italy,1.91,75,Trento,1287,700,423,1226,833,770,1273,2,5,739,74,578,85,505,47,547,139,449,daniel-oss,https://www.procyclingstats.com/rider/daniel-oss
845,Anthony  Turgis ,TotalEnergies,16/05/1994,France,1.78,70,Bourg-la-Reine,1844,727,182,657,700,112,81,6,13,462,477,112,532,87,285,127,709,74,anthony-turgis,https://www.procyclingstats.com/rider/anthony-turgis
846,Maciej  Bodnar ,TotalEnergies,07/03/1985,Poland,1.86,77,Oława,303,866,3447,168,114,575,634,12,0,0,83,540,116,411,51,507,110,548,maciej-bodnar,https://www.procyclingstats.com/rider/maciej-bodnar
847,Víctor de la Parte ,TotalEnergies,22/06/1986,Spain,1.81,64,Vitoria-Gasteiz,101,1349,616,203,778,569,575,4,50,181,32,929,122,395,206,161,262,248,victor-de-la-parte,https://www.procyclingstats.com/rider/victor-de-la-parte
848,Lorrenzo  Manzin ,TotalEnergies,26/07/1994,France,1.75,69,Saint-Denis,788,295,2,1282,274,231,270,6,5,747,272,222,137,360,104,313,277,229,lorrenzo-manzin,https://www.procyclingstats.com/rider/lorrenzo-manzin
849,Dries Van Gestel ,TotalEnergies,30/09/1994,Belgium,1.87,71,Turnhout,1120,194,2,474,246,91,54,2,23,308,592,74,121,396,115,294,89,652,dries-van-gestel,https://www.procyclingstats.com/rider/dries-van-gestel
850,Geoffrey  Soupe ,TotalEnergies,22/03/1988,France,1.77,70,Viriat,196,377,150,502,218,340,431,3,153,56,10,1517,12,1301,51,512,33,1076,geoffrey-soupe,https://www.procyclingstats.com/rider/geoffrey-soupe
851,Steff  Cras ,TotalEnergies,13/02/1996,Belgium,1.83,65,Geel,149,568,43,30,552,221,246,0,25,287,297,204,114,418,14,1035,121,500,steff-cras,https://www.procyclingstats.com/rider/steff-cras
852,Mathieu  Burgaudeau ,TotalEnergies,17/11/1998,France,1.68,61,Noirmoutier-en-l'Île,381,227,10,22,480,195,290,1,8,564,397,148,199,268,40,608,32,1081,mathieu-burgaudeau,https://www.procyclingstats.com/rider/mathieu-burgaudeau
853,Jason  Tesson ,TotalEnergies,09/01/1998,France,1.66,59,Angers,372,53,0,529,52,187,167,5,93,108,257,236,256,212,9,1167,10,1716,jason-tesson,https://www.procyclingstats.com/rider/jason-tesson
854,Valentin  Ferron ,TotalEnergies,08/02/1998,France,1.74,67,Vienne,380,46,49,9,188,211,179,2,72,138,232,256,120,402,30,734,55,872,valentin-ferron,https://www.procyclingstats.com/rider/valentin-ferron
855,Fabien  Doubey ,TotalEnergies,21/10/1993,France,1.74,62,Viriat,147,287,18,15,289,516,668,0,2,809,102,454,54,655,93,335,131,463,fabien-doubey,https://www.procyclingstats.com/rider/fabien-doubey
856,Fabien  Grellier ,TotalEnergies,31/10/1994,France,1.75,65,La Roche-sur-Yon,191,160,17,66,178,771,925,0,0,0,47,758,7,1576,35,664,53,891,fabien-grellier,https://www.procyclingstats.com/rider/fabien-grellier
857,Sandy  Dujardin ,TotalEnergies,29/05/1997,France,1.78,0,Mont-Saint-Aignan,314,4,46,115,108,213,155,1,5,658,353,170,1,2158,0,0,0,0,sandy-dujardin,https://www.procyclingstats.com/rider/sandy-dujardin
858,Paul  Ourselin ,TotalEnergies,13/04/1994,France,1.85,70,Saint-Pierre-sur-Dives,161,111,31,68,88,511,507,0,27,277,84,532,0,0,27,768,75,743,paul-ourselin,https://www.procyclingstats.com/rider/paul-ourselin
859,Jérémy  Cabot ,TotalEnergies,24/07/1991,France,1.92,76,Troyes,80,94,141,64,42,1492,1768,0,0,0,10,1530,50,690,32,704,40,1001,jeremy-cabot,https://www.procyclingstats.com/rider/jeremy-cabot
860,Thomas  Bonnet ,TotalEnergies,13/09/1998,France,1.75,0,Châtellerault,0,48,9,28,76,642,727,1,23,312,41,831,17,1140,0,0,0,0,thomas-bonnet,https://www.procyclingstats.com/rider/thomas-bonnet
861,Alan  Jousseaume ,TotalEnergies,03/08/1998,France,1.77,0,Vannes,58,22,0,12,39,678,783,0,2,822,58,666,6,1627,14,1028,0,0,alan-jousseaume,https://www.procyclingstats.com/rider/alan-jousseaume
862,Emilien  Jeannière ,TotalEnergies,26/09/1998,France,1.76,0,Saint-Paul-en-Pareds,130,23,4,101,20,596,831,0,43,205,32,925,0,0,0,0,0,0,emilien-jeanniere,https://www.procyclingstats.com/rider/emilien-jeanniere
863,Mattéo  Vercher ,TotalEnergies,26/01/2001,France,1.71,0,Lyon,43,1,1,0,57,712,689,0,7,612,48,746,0,0,0,0,0,0,matheo-vercher,https://www.procyclingstats.com/rider/matheo-vercher
864,Sébastien  Reichenbach ,Tudor Pro Cycling Team,28/05/1989,Switzerland,1.78,64,Martigny,733,1956,123,237,2053,206,200,2,15,433,367,160,168,313,212,158,270,239,sebastien-reichenbach,https://www.procyclingstats.com/rider/sebastien-reichenbach
865,Alexander  Kamp ,Tudor Pro Cycling Team,14/12/1993,Denmark,1.86,74,Copenhagen,549,458,41,431,662,251,107,4,0,0,261,233,40,775,15,994,215,297,alexander-kamp,https://www.procyclingstats.com/rider/alexander-kamp
866,Arvid de Kleijn ,Tudor Pro Cycling Team,21/03/1994,Netherlands,1.71,68,Herveld,699,33,0,1370,73,368,599,5,42,208,117,416,219,239,112,298,272,235,arvid-de-kleijn,https://www.procyclingstats.com/rider/arvid-de-kleijn
867,Tom  Bohli ,Tudor Pro Cycling Team,17/01/1994,Switzerland,1.83,71,Uznach,194,186,899,144,74,644,736,1,0,0,68,603,40,776,5,1381,108,557,tom-bohli,https://www.procyclingstats.com/rider/tom-bohli
868,Simon  Pellaud ,Tudor Pro Cycling Team,06/11/1992,Switzerland,1.79,70,Martigny,173,282,35,180,232,907,1329,1,5,659,35,889,82,512,105,308,125,485,simon-pellaud,https://www.procyclingstats.com/rider/simon-pellaud
869,Roland  Thalmann ,Tudor Pro Cycling Team,05/08/1993,Switzerland,1.78,61,Romoos,170,320,47,49,422,597,602,0,5,678,69,601,134,370,17,928,137,451,roland-thalmann,https://www.procyclingstats.com/rider/roland-thalmann
870,Lucas  Eriksson ,Tudor Pro Cycling Team,10/04/1996,Sweden,1.79,64,Gånghester,219,262,5,68,199,473,326,3,25,292,78,562,178,299,40,616,99,605,lucas-eriksson,https://www.procyclingstats.com/rider/lucas-eriksson
871,Luc  Wirtgen ,Tudor Pro Cycling Team,07/07/1998,Luxembourg,1.79,63,None,109,135,12,10,114,487,509,0,0,0,157,333,81,516,17,930,3,2232,luc-wirtgen,https://www.procyclingstats.com/rider/luc-wirtgen
872,Joel  Suter ,Tudor Pro Cycling Team,25/10/1998,Switzerland,1.9,75,Frutigen,105,72,110,2,123,601,628,1,17,390,111,429,51,672,36,650,16,1427,joel-suter,https://www.procyclingstats.com/rider/joel-suter
873,Jacob  Eriksson ,Tudor Pro Cycling Team,01/10/1999,Sweden,1.8,0,Gånghester,55,62,1,25,44,803,496,0,0,0,44,786,51,674,10,1147,12,1597,jacob-eriksson,https://www.procyclingstats.com/rider/jacob-eriksson
874,Robin  Froidevaux ,Tudor Pro Cycling Team,17/10/1998,Switzerland,1.82,71,Morges,66,27,47,80,19,750,450,1,0,0,49,731,10,1363,27,766,20,1337,robin-froidevaux,https://www.procyclingstats.com/rider/robin-froidevaux
875,Mika  Heming ,Tudor Pro Cycling Team,06/04/2000,Germany,1.83,68,Ahaus,6,73,78,81,57,520,419,0,5,686,88,517,3,1831,0,0,0,0,mika-heming,https://www.procyclingstats.com/rider/mika-heming
876,Maikel  Zijlaard ,Tudor Pro Cycling Team,01/06/1999,Netherlands,1.87,73,Rotterdam,32,31,96,124,12,580,485,0,6,626,74,581,3,1875,5,1319,3,2228,maikel-zijlaard,https://www.procyclingstats.com/rider/maikel-zijlaard
877,Yannis  Voisard ,Tudor Pro Cycling Team,26/07/1998,Switzerland,0,56,Fontenais,9,77,6,1,85,615,719,0,23,311,47,750,9,1467,6,1285,2,2336,yannis-voisard,https://www.procyclingstats.com/rider/yannis-voisard
878,Rick  Pluimers ,Tudor Pro Cycling Team,07/12/2000,Netherlands,1.79,67,Enter,56,31,63,68,29,915,1235,0,19,360,16,1254,38,785,18,912,2,2308,rick-pluimers,https://www.procyclingstats.com/rider/rick-pluimers
879,Petr  Kelemen ,Tudor Pro Cycling Team,18/11/2000,Czech Republic,1.9,70,None,38,27,48,22,33,1002,543,0,14,450,15,1267,26,950,14,1046,0,0,petr-kelemeh,https://www.procyclingstats.com/rider/petr-kelemeh
880,Arthur  Kluckers ,Tudor Pro Cycling Team,15/03/2000,Luxembourg,1.91,71,None,9,40,14,38,38,818,556,0,5,750,46,760,11,1330,0,0,0,0,arthur-kluckers,https://www.procyclingstats.com/rider/arthur-kluckers
881,Sebastian  Kolze Changizi ,Tudor Pro Cycling Team,29/12/2000,Denmark,0,0,Silkeborg,23,5,0,29,20,893,449,0,5,702,32,942,8,1504,0,0,0,0,sebastian-kolze-changizi,https://www.procyclingstats.com/rider/sebastian-kolze-changizi
882,Aloïs  Charrin ,Tudor Pro Cycling Team,08/09/2000,France,1.79,67,Lyon,4,3,3,3,35,1711,1614,0,0,0,7,1638,5,1698,0,0,0,0,alois-charrin,https://www.procyclingstats.com/rider/alois-charrin
883,Nils  Brun ,Tudor Pro Cycling Team,14/06/2000,Switzerland,0,64,None,6,5,0,0,10,1463,1163,0,5,698,6,1757,0,0,0,0,0,0,nils-brun,https://www.procyclingstats.com/rider/nils-brun
884,Alexander  Kristoff ,Uno-X Pro Cycling Team,05/07/1987,Norway,1.81,78,Stavanger,10101,2124,299,8994,3738,9,10,87,170,43,1410,9,618,72,551,58,1622,11,alexander-kristoff,https://www.procyclingstats.com/rider/alexander-kristoff
885,Kristoffer  Halvorsen ,Uno-X Pro Cycling Team,13/04/1996,Norway,1.79,69,Kristiansand,861,244,2,1001,326,562,1753,5,56,167,28,1010,300,178,70,417,498,125,kristoffer-halvorsen,https://www.procyclingstats.com/rider/kristoffer-halvorsen
886,Rasmus  Tiller ,Uno-X Pro Cycling Team,28/07/1996,Norway,1.87,84,Trondheim,866,106,48,357,190,234,163,3,5,675,358,166,496,103,34,672,51,909,rasmus-tiller,https://www.procyclingstats.com/rider/rasmus-tiller
887,Lasse   Norman Leth ,Uno-X Pro Cycling Team,11/02/1992,Denmark,1.8,75,Odense,328,427,717,328,104,620,770,4,0,0,69,600,17,1137,10,1141,161,394,lasse-norman-leth,https://www.procyclingstats.com/rider/lasse-norman-leth
888,Niklas  Eg ,Uno-X Pro Cycling Team,06/01/1995,Denmark,1.83,60,Kibæk,73,588,47,32,401,463,707,0,40,218,66,616,90,485,131,258,163,388,niklas-eg,https://www.procyclingstats.com/rider/niklas-eg
889,Tobias Halland  Johannessen ,Uno-X Pro Cycling Team,23/08/1999,Norway,1.76,62,Drøbak,74,413,13,4,488,161,177,3,0,0,465,119,192,276,0,0,0,0,tobias-halland-johannessen,https://www.procyclingstats.com/rider/tobias-halland-johannessen
890,Torstein  Træen ,Uno-X Pro Cycling Team,16/07/1995,Norway,1.8,0,Hønefoss,76,423,9,49,255,246,255,0,46,192,219,265,170,309,81,376,0,0,torstein-traeen,https://www.procyclingstats.com/rider/torstein-traeen
891,Jonas  Gregaard ,Uno-X Pro Cycling Team,30/07/1996,Denmark,1.86,66,Herlev,107,388,39,110,303,319,365,0,12,474,169,315,67,590,57,481,92,640,jonas-gregaard,https://www.procyclingstats.com/rider/jonas-gregaard
892,Anthon  Charmig ,Uno-X Pro Cycling Team,25/03/1998,Denmark,1.82,66,Aarhus,29,414,31,1,277,267,401,1,37,228,326,185,138,359,14,1034,0,0,anthon-charmig,https://www.procyclingstats.com/rider/anthon-charmig
893,Anders  Skaarseth ,Uno-X Pro Cycling Team,07/05/1995,Norway,0,0,Lillehammer,195,153,29,174,236,401,549,0,10,498,125,393,95,470,6,1271,97,619,anders-skaarseth,https://www.procyclingstats.com/rider/anders-skaarseth
894,Niklas  Larsen ,Uno-X Pro Cycling Team,22/03/1997,Denmark,1.8,74,Slagelse,134,172,118,198,78,1844,2323,1,0,0,5,1848,23,993,13,1050,248,262,niklas-larsen,https://www.procyclingstats.com/rider/niklas-larsen
895,Søren  Wærenskjold ,Uno-X Pro Cycling Team,12/03/2000,Norway,1.91,0,Mandal,161,25,210,130,38,303,149,1,49,185,141,359,79,525,38,637,8,1799,soren-waerenskjold,https://www.procyclingstats.com/rider/soren-waerenskjold
896,Idar  Andersen ,Uno-X Pro Cycling Team,30/04/1999,Norway,0,0,Melhus,109,116,56,21,126,382,373,1,0,0,138,364,123,393,6,1283,0,0,idar-andersen,https://www.procyclingstats.com/rider/idar-andersen
897,Erlend  Blikra ,Uno-X Pro Cycling Team,11/01/1997,Norway,1.83,75,Stavanger,81,3,34,330,34,440,772,1,5,653,108,436,32,862,27,765,25,1206,erlend-blikra,https://www.procyclingstats.com/rider/erlend-blikra
898,Jacob  Hindsgaul ,Uno-X Pro Cycling Team,14/07/2000,Denmark,1.87,67,Middelfart,15,144,64,26,70,929,1054,2,12,470,142,357,9,1451,21,865,7,1920,jacob-hindsgaul-madsen,https://www.procyclingstats.com/rider/jacob-hindsgaul-madsen
899,Anders Halland  Johannessen ,Uno-X Pro Cycling Team,23/08/1999,Norway,1.76,0,Drøbak,10,115,3,12,123,571,747,0,0,0,82,544,70,569,0,0,0,0,anders-halland-johannessen,https://www.procyclingstats.com/rider/anders-halland-johannessen
900,Erik Nordsæter  Resell ,Uno-X Pro Cycling Team,28/09/1996,Norway,0,0,Oslo,132,10,1,142,44,763,928,0,5,682,48,745,47,708,16,963,1,2452,erik-nordsaeter-resell,https://www.procyclingstats.com/rider/erik-nordsaeter-resell
901,Louis  Bendixen ,Uno-X Pro Cycling Team,23/06/1995,Denmark,0,0,Copenhague,39,41,157,162,102,828,629,0,4,772,40,837,29,912,1,1667,51,904,louis-bendixen,https://www.procyclingstats.com/rider/louis-bendixen
902,Jonas  Abrahamsen ,Uno-X Pro Cycling Team,20/09/1995,Norway,1.83,78,Skien,33,50,11,56,40,1211,1945,0,5,745,13,1379,8,1508,11,1091,33,1079,jonas-abrahamsen,https://www.procyclingstats.com/rider/jonas-abrahamsen
903,Fredrik  Dversnes ,Uno-X Pro Cycling Team,20/03/1997,Norway,0,0,Egersund,50,31,35,28,28,892,1325,0,4,784,40,847,37,795,4,1398,0,0,fredrik-dversnes,https://www.procyclingstats.com/rider/fredrik-dversnes
904,Tord  Gudmestad ,Uno-X Pro Cycling Team,08/05/2001,Norway,0,0,Nærbø,65,8,9,150,18,1157,1311,0,0,0,36,882,47,715,0,0,0,0,tord-gudmestad,https://www.procyclingstats.com/rider/tord-gudmestad
905,Martin  Urianstad ,Uno-X Pro Cycling Team,06/02/1999,Norway,0,0,Stavanger,54,3,0,30,36,964,1310,0,5,668,26,1045,31,869,0,0,0,0,martin-urianstad,https://www.procyclingstats.com/rider/martin-urianstad
906,Ådne  Holter ,Uno-X Pro Cycling Team,08/07/2000,Norway,0,0,Lillehammer,7,36,32,16,19,0,2116,0,0,0,40,849,6,1614,2,1506,0,0,adne-holter,https://www.procyclingstats.com/rider/adne-holter
907,William  Blume Levy ,Uno-X Pro Cycling Team,14/01/2001,Denmark,1.9,0,Horsens,36,1,14,48,4,1155,1445,0,5,683,16,1249,16,1161,0,0,0,0,william-blume-levy,https://www.procyclingstats.com/rider/william-blume-levy
908,Stian  Fredheim ,Uno-X Pro Cycling Team,23/03/2003,Norway,1.83,72,Kristiansand,14,20,0,50,14,845,877,0,6,632,34,906,0,0,0,0,0,0,stian-fredheim,https://www.procyclingstats.com/rider/stian-fredheim
909,Marcus  Sander Hansen ,Uno-X Pro Cycling Team,25/08/2000,Denmark,1.82,68,Greve Strand,16,37,9,45,12,1676,1483,0,0,0,7,1674,9,1466,0,0,0,0,marcus-sander-hansen,https://www.procyclingstats.com/rider/marcus-sander-hansen
910,Sindre  Kulset ,Uno-X Pro Cycling Team,07/08/1998,Norway,1.8,68,Oslo,10,6,0,1,9,0,0,0,0,0,10,1526,0,0,0,0,0,0,sindre-kulset,https://www.procyclingstats.com/rider/sindre-kulset
911,Magnus  Kulset ,Uno-X Pro Cycling Team,18/08/2000,Norway,1.74,58,Oslo,0,0,0,7,14,0,1980,0,0,0,0,0,0,0,0,0,0,0,magnus-kulset,https://www.procyclingstats.com/rider/magnus-kulset
912,Gianluca  Brambilla ,Q36.5 Pro Cycling Team,22/08/1987,Italy,1.7,57,Bellano,1419,1607,148,468,3172,416,499,6,0,0,123,396,312,171,168,203,268,243,gianluca-brambilla,https://www.procyclingstats.com/rider/gianluca-brambilla
913,Jack  Bauer ,Q36.5 Pro Cycling Team,07/04/1985,New Zealand,1.91,74,Takaka,669,749,773,398,331,851,1807,6,0,0,40,839,72,555,152,225,88,657,jack-bauer,https://www.procyclingstats.com/rider/jack-bauer
914,Damien  Howson ,Q36.5 Pro Cycling Team,13/08/1992,Australia,1.88,68,Adelaide,133,1117,642,66,624,878,1215,6,0,0,54,697,192,279,256,136,234,273,damien-howson,https://www.procyclingstats.com/rider/damien-howson
915,Tobias  Ludvigsson ,Q36.5 Pro Cycling Team,22/02/1991,Sweden,1.94,76,Huskvarna,173,888,1912,138,365,650,546,5,6,622,89,513,45,725,39,622,262,249,tobias-ludvigsson,https://www.procyclingstats.com/rider/tobias-ludvigsson
916,Joey  Rosskopf ,Q36.5 Pro Cycling Team,05/09/1989,United States,1.86,74,Decatur,257,669,1140,235,540,1095,1982,5,0,0,24,1073,44,737,167,207,116,523,joey-rosskopf,https://www.procyclingstats.com/rider/joey-rosskopf
917,Carl Fredrik  Hagen ,Q36.5 Pro Cycling Team,26/09/1991,Norway,1.8,65,Oppegård,151,908,9,88,703,296,335,0,0,0,198,285,12,1307,57,477,486,127,carl-fredrik-hagen,https://www.procyclingstats.com/rider/carl-fredrik-hagen
918,Matteo  Moschetti ,Q36.5 Pro Cycling Team,14/08/1996,Italy,1.79,73,Milan,564,50,26,952,175,302,337,8,125,80,113,421,284,192,182,183,182,352,matteo-moschetti,https://www.procyclingstats.com/rider/matteo-moschetti
919,Tom  Devriendt ,Q36.5 Pro Cycling Team,29/10/1991,Belgium,1.76,70,Veurne,772,33,30,602,103,283,216,2,0,0,220,261,58,630,49,532,70,776,tom-devriendt,https://www.procyclingstats.com/rider/tom-devriendt
920,Matteo  Badilatti ,Q36.5 Pro Cycling Team,30/07/1992,Switzerland,1.78,62,Poschiavo,39,477,54,3,444,739,1060,1,22,332,43,802,113,422,173,195,143,434,matteo-badilatti,https://www.procyclingstats.com/rider/matteo-badilatti
921,Szymon  Sajnok ,Q36.5 Pro Cycling Team,24/08/1997,Poland,1.84,75,Kartuzy,256,97,202,394,169,816,1488,0,2,844,41,822,36,796,43,580,227,283,szymon-sajnok,https://www.procyclingstats.com/rider/szymon-sajnok
922,Alessandro  Fedeli ,Q36.5 Pro Cycling Team,02/03/1996,Italy,1.76,65,Negrar,298,95,25,179,384,379,332,3,1,868,220,263,25,970,122,284,84,691,alessandro-fedeli,https://www.procyclingstats.com/rider/alessandro-fedeli
